the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.801414143472 37.3525083815),1373,Robert Sanders Elementary,School,3411 Rocky Mountain Drive,San Jose,95127,School Website 2014/CA_DEPT_EDU,43696176048078,37.35250343,-121.80140107,10/06/2014 12:00:00 AM +0000
POINT (-121.938793347755 37.315170402792),1422,Sherman Oaks Community,School,649 Thornton Way,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104394330114,37.31516546,-121.93878026,10/08/2014 12:00:00 AM +0000
POINT (-122.110148704171 37.406093495663),483,Planned Parenthood,Clinic,225 SAN ANTONIO ROAD,MOUNTAIN VIEW,94040,Office Of StateWide Health Planning And Development (OSHPD),306430860,37.40608856,-122.11013558,08/10/2012 12:00:00 AM +0000
POINT (-121.89971429755 37.25350421582),1076,Branham High,School,1570 Branham Lane,San Jose,95118,School Website 2014/CA_DEPT_EDU,43694014330866,37.25349928,-121.89970122,08/27/2014 12:00:00 AM +0000
POINT (-121.838844895092 37.352683267569),1382,Rocketship Si Se Puede Academy,School,2249 Dobern Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104390119024,37.35267832,-121.83883182,10/06/2014 12:00:00 AM +0000
POINT (-121.801289101061 37.306985830345),1244,John J. Montgomery Elementary,School,2010 Daniel Maloney Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356095988,37.30698088,-121.80127603,09/22/2014 12:00:00 AM +0000
POINT (-121.981795773082 37.157043723845),764,Redwood Estates Sub Station,Police,21450  MADRONE DR,SANTA CLARA COUNTY,95033,County Comm,262012POLICE,37.1570388,-121.98178269,08/30/2012 12:00:00 AM +0000
POINT (-121.650190494962 37.135628175565),1171,El Toro Elementary,School,455 East Main Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836109375,37.13562323,-121.65017747,09/10/2014 12:00:00 AM +0000
POINT (-122.116090577646 37.362853965646),962,St. Nicholas School,School,12816 South El Monte Avenue,Los Altos,94022,School Website/NCES,1982014PRIVATE,37.36284903,-122.11607745,03/14/2014 12:00:00 AM +0000
POINT (-121.880955900276 37.422752818484),101,Creighton Park,Park,,,,ESRI,972010POS,37.42274786,-121.88094281,09/14/2011 12:00:00 AM +0000
POINT (-122.008215192599 37.391748101364),1405,San Miguel Elementary,School,777 San Miguel Avenue,Sunnyvale,94085,School Website 2014/CA_DEPT_EDU,43696906049282,37.39174316,-122.00820208,10/07/2014 12:00:00 AM +0000
POINT (-121.878791664476 37.338990575868),562,Grace Community Center,Community Center,484 E San Fernando St,San Jose,,ISD-GIS -  Compiled data from the internet,102012C,37.33898563,-121.87877858,08/09/2012 12:00:00 AM +0000
POINT (-121.984354995781 37.313702622179),820,Challenger School (Strawberry Park),School,730 Camina Escuela,San Jose,95129,School Website,462014PRIVATE,37.31369769,-121.9843419,03/10/2014 12:00:00 AM +0000
POINT (-121.835199267691 37.326889046264),1026,Alpha Middle School 2,School,1601 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693690129213,37.3268841,-121.83518619,08/18/2014 12:00:00 AM +0000
POINT (-122.124183176092 37.426427350297),860,International School of the Peninsula,School,3233 Cowper Street,Palo Alto,94306,School Website,872014PRIVATE,37.42642241,-122.12417004,07/10/2009 12:00:00 AM +0000
POINT (-121.83976117663 37.262529754708),36,Martial Cottle County Park,Park,,,,SCCPRD,302011POS,37.26252481,-121.83974811,09/14/2011 12:00:00 AM +0000
POINT (-121.586752355615 37.030832951447),1041,Antonio Del Buono Elementary,School,9300 Wren Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846116461,37.03082801,-121.58673935,08/25/2014 12:00:00 AM +0000
POINT (-121.800369664982 37.346996885263),1051,August Boeger Middle,School,1944 Flint Avenue,San Jose,95148,School Website 2014/CA_DEPT_EDU,43696176048037,37.34699193,-121.80035659,08/26/2014 12:00:00 AM +0000
POINT (-122.178491554094 37.440331498832),837,Esther B Clark School-Childrens Health Council,School,650 CLARK WAY,PALO ALTO,94304,NCES,642014PRIVATE,37.44032656,-122.17847841,03/11/2014 12:00:00 AM +0000
POINT (-121.915491194643 37.342665797012),322,College Park Station,Railroad Station,,College Park,,VTA,92012RRS,37.34266085,-121.9154781,01/15/2012 12:00:00 AM +0000
POINT (-121.851981031911 37.344285985321),295,Zolezzi Park,Park,,,,ESRI,2912010POS,37.34428104,-121.85196795,09/14/2011 12:00:00 AM +0000
POINT (-121.891710487283 37.243562365927),105,De Anza Park,Park,,,,ESRI,1012010POS,37.24355743,-121.89169741,09/14/2011 12:00:00 AM +0000
POINT (-121.982195229126 37.391197157927),1492,Mission College,College and University,3000 Mission College Boulevard,Santa Clara,95054,Web Site,82012CU,37.39119221,-121.98218212,07/10/2009 12:00:00 AM +0000
POINT (-121.951949450588 37.408903341698),388,Champion Station,VTA Light Rail Station,Tasman  At  Champion,,,VTA,000062,37.40889839,-121.95193635,01/15/2012 12:00:00 AM +0000
POINT (-121.869520825315 37.353641779127),1377,Rocketship Discovery Prep,School,370 Wooster Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104390123281,37.35363683,-121.86950774,10/06/2014 12:00:00 AM +0000
POINT (-122.035196322786 37.353234778331),1001,Community Day,School,589 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694684330569,37.35322984,-122.03518321,08/11/2014 12:00:00 AM +0000
POINT (-121.879124986247 37.219708041889),1107,Castillero Middle,School,6384 Leyland Park Drive,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666095418,37.21970311,-121.87911192,09/03/2014 12:00:00 AM +0000
POINT (-121.893304903761 37.446197950082),867,Kindercare Learning Center - Jacklin,School,860 N HILLVIEW DR,MILPITAS,95035,NCES,942014PRIVATE,37.446193,-121.89329181,03/11/2014 12:00:00 AM +0000
POINT (-122.084737310124 37.405245134567),1325,MVWSD Home & Hospital,School,"750 San Pierre Way, Suite A",Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695910121913,37.4052402,-122.08472419,10/03/2014 12:00:00 AM +0000
POINT (-121.918029997462 37.310486701641),397,Fruitdale Station,VTA Light Rail Station,Fruitdale  At  Station,,,VTA,000121,37.31048176,-121.91801691,01/15/2012 12:00:00 AM +0000
POINT (-121.943621473648 37.344186752512),1082,Buchser Middle,School,1111 Bellomy Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696746101752,37.34418181,-121.94360838,08/28/2014 12:00:00 AM +0000
POINT (-121.911494923051 37.336021670318),1475,San Jose Unified School District,School,855 Lenzen Avenue,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696660000000,37.33601673,-121.91148183,10/09/2014 12:00:00 AM +0000
POINT (-121.955244595421 37.233326441718),63,Blossom Hill Park,Park,,,,ESRI,592010POS,37.23332151,-121.95523151,09/14/2011 12:00:00 AM +0000
POINT (-122.012244121146 37.302225955007),1242,Joaquin Miller Middle,School,6151 Rainbow Drive,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196046882,37.30222102,-122.01223102,09/22/2014 12:00:00 AM +0000
POINT (-121.657003364847 37.030503903799),15,Chitactac-Adams County Park,Park,,,,SCCPRD,92011POS,37.03049897,-121.65699035,09/14/2011 12:00:00 AM +0000
POINT (-122.151590001127 37.43944852183),813,Castilleja School,School,1310 Bryant Street,Palo Alto,94301,School Website/NCES,382014PRIVATE,37.43944359,-122.15157686,03/10/2014 12:00:00 AM +0000
POINT (-122.051244491918 37.310901700233),1243,John F. Kennedy Middle,School,821 Bubb Road,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046890,37.31089677,-122.05123139,09/22/2014 12:00:00 AM +0000
POINT (-121.90207198408 37.244399833157),1271,Orchard School District,School,921 Fox Lane,San Jose,95131-1602,School Website 2014/CA_DEPT_EDU,43696330000000,37.2443949,-121.90205891,09/30/2014 12:00:00 AM +0000
POINT (-121.977705072486 37.333203640443),1307,Millikin Elementary,School,615 Hobart Terrace,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048920,37.3331987,-121.97769197,10/02/2014 12:00:00 AM +0000
POINT (-121.974921530215 37.403473273735),399,Great America Station,VTA Light Rail Station,Tasman  At  Great America,,,VTA,000054,37.40346833,-121.97490842,01/15/2012 12:00:00 AM +0000
POINT (-121.787627136263 37.322187354775),297,Brigadoon Park,Park,,,,ESRI,2932010POS,37.3221824,-121.78761407,09/14/2011 12:00:00 AM +0000
POINT (-121.823027869451 37.362289278136),992,White Road Baptist Academy,School,480 South White Road,San Jose,95127,School Website/NCES,2332014PRIVATE,37.36228433,-121.82301479,03/14/2014 12:00:00 AM +0000
POINT (-121.657527770522 37.131452296609),1267,Lewis H. Britton Middle,School,80 West Central Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836095384,37.13144735,-121.65751474,09/30/2014 12:00:00 AM +0000
POINT (-121.916002977918 37.37036846083),443,Metro/airport Station,VTA Light Rail Station,North First  At  Metro,,,VTA,000010,37.37036351,-121.91598988,01/15/2012 12:00:00 AM +0000
POINT (-122.159475470339 37.444066431034),763,Palo Alto Police Department,Police,275  FOREST AV,PALO ALTO,94301,County Comm,242012POLICE,37.4440615,-122.15946233,08/30/2012 12:00:00 AM +0000
POINT (-121.874158389001 37.388247917102),126,Flickering Park,Park,,,,ESRI,1222010POS,37.38824297,-121.8741453,09/14/2011 12:00:00 AM +0000
POINT (-122.160541275947 37.444259877388),552,Palo Alto City Hall,City Hall,250 Hamilton Ave,Palo Alto,94301,ESRI Data,152012CH,37.44425494,-122.16052814,08/09/2012 12:00:00 AM +0000
POINT (-121.905568616711 37.324753249126),1167,EDGE,School,258 Sunol Street MC 331,San Jose,95126,School Website 2014/CA_DEPT_EDU,43104390100339,37.32474831,-121.90555553,09/10/2014 12:00:00 AM +0000
POINT (-121.842101068313 37.350815048164),1010,Lee Mathson Middle,School,2050 Kammerer Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046197,37.3508101,-121.84208799,08/14/2014 12:00:00 AM +0000
POINT (-121.893504620171 37.338286065417),699,Downtown Superior Court (DTS),Court,191 N 1ST ST,San Jose,,County Comm & Web Site,62012COURT,37.33828112,-121.89349153,08/09/2012 12:00:00 AM +0000
POINT (-122.182428999227 37.31197999746),302,Skyline Ridge Open Space Preserve,Open Space,,,,MROSD,2992010POS,37.31197507,-122.18241587,09/14/2011 12:00:00 AM +0000
POINT (-121.821217754779 37.354032584011),1375,Rocketship Academy Brilliant Minds,School,2962 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104390125781,37.35402763,-121.82120468,10/06/2014 12:00:00 AM +0000
POINT (-122.051972639731 37.396074666247),408,Middlefield Station,VTA Light Rail Station,Tasman Line  At  Middlefield,,,VTA,000082,37.39606973,-122.05195952,01/15/2012 12:00:00 AM +0000
POINT (-121.88688153313 37.301587375121),585,City of Willow Glen Community Center - San Jose,Community Center,855 Pine Ave,San Jose,,ISD-GIS -  Compiled data from the internet,332012C,37.30158243,-121.88686845,08/09/2012 12:00:00 AM +0000
POINT (-121.805299146766 37.272028414609),1434,Stipe (Samuel) Elementary,School,5000 Lyng Drive,San Jose,95111,School Website 2014/CA_DEPT_EDU,43696256048177,37.27202347,-121.80528608,10/08/2014 12:00:00 AM +0000
POINT (-121.823493741667 37.349851077722),1444,Thomas P. Ryan Elementary,School,1241 McGinness Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696046320,37.34984613,-121.82348067,10/08/2014 12:00:00 AM +0000
POINT (-121.906832580978 37.246159701488),968,St. Timothy’s Lutheran School,School,5100 Camden Avenue,San Jose,95124,School Website/NCES,2042014PRIVATE,37.24615476,-121.9068195,03/13/2014 12:00:00 AM +0000
POINT (-121.833220233751 37.28432331917),557,Solari Community Center,Community Center,3590 Cas Dr,San Jose,,ISD-GIS -  Compiled data from the internet,52012C,37.28431837,-121.83320716,08/09/2012 12:00:00 AM +0000
POINT (-121.983206317488 37.345678076496),1411,Santa Clara High,School,3000 Benton Street,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696744330122,37.34567314,-121.98319322,10/07/2014 12:00:00 AM +0000
POINT (-121.969363026185 37.287208234986),1182,Experimental Preschool Deaf,School,1125 W. Campbell Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43104396093124,37.2872033,-121.96934993,09/10/2014 12:00:00 AM +0000
POINT (-122.09666987385 37.404686667143),846,Girls’ Middle School,School,180 North Rengstorff Avenue,Mountain View,94043,School Website,732014PRIVATE,37.40468173,-122.09665675,03/11/2014 12:00:00 AM +0000
POINT (-121.831309616483 37.286070901622),1279,Los Arboles Literacy and Technology Academy,School,455 Los Arboles Avenue,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694506047237,37.28606596,-121.83129655,09/30/2014 12:00:00 AM +0000
POINT (-122.032827355464 37.352733608048),1003,Fremont Union High,School,1279 Sunnyvale-Saratoga Road,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694684332474,37.35272867,-122.03281425,08/11/2014 12:00:00 AM +0000
POINT (-122.084805502736 37.386463484508),461,Community Pregnancy Centers Of Santa Clara County,Clinic,836 WEST EL CAMINO REAL,MOUNTAIN VIEW,94040,Office Of StateWide Health Planning And Development (OSHPD),306434181,37.38645855,-122.08479238,08/10/2012 12:00:00 AM +0000
POINT (-121.88291379244 37.247036322696),1360,Pioneer Plus (Continuation),School,1290 Blossom Hill Road,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696664330452,37.24703138,-121.88290072,10/06/2014 12:00:00 AM +0000
POINT (-121.852175598572 37.271608693328),190,Meadows Park,Park,,,,ESRI,1862010POS,37.27160375,-121.85216253,09/14/2011 12:00:00 AM +0000
POINT (-121.916027285131 37.259952325937),76,Butcher Park,Park,,,,ESRI,722010POS,37.25994739,-121.9160142,09/14/2011 12:00:00 AM +0000
POINT (-121.648336450209 37.129488335628),704,South County Morgan Hill Courthouse,Court,301 Diana Avenue,Morgan Hill,,County Comm & Web Site,112012COURT,37.12948339,-121.64832342,08/09/2012 12:00:00 AM +0000
POINT (-121.803065090847 37.26201286456),1166,Edenvale Elementary,School,285 Azucar Avenue,San Jose,95111,School Website 2014/CA_DEPT_EDU,43696256048128,37.26200792,-121.80305203,09/10/2014 12:00:00 AM +0000
POINT (-121.986689590837 37.304435780513),1164,Easterbrook Discovery,School,4835 Doyle Road,San Jose,95129,School Website 2014/CA_DEPT_EDU,43695756047765,37.30443084,-121.98667649,09/09/2014 12:00:00 AM +0000
POINT (-121.863570352912 37.417652480421),884,Milpitas Christian School,School,3435 Birchwood Lane,San Jose,95132,School Website/NCES,1122014PRIVATE,37.41764753,-121.86355726,03/11/2014 12:00:00 AM +0000
POINT (-121.923834491003 37.331888811128),1228,Herbert Hoover Middle,School,1635 Park Avenue,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696666062111,37.33188387,-121.9238214,09/15/2014 12:00:00 AM +0000
POINT (-122.113673876555 37.384710105404),670,County Fire Los Altos Station,FireStation,10  ALMOND AV,Los Altos,,County Comm,772012FIRE,37.38470517,-122.11366075,08/09/2012 12:00:00 AM +0000
POINT (-122.118594587969 37.421726758834),1184,Jane Lathrop Stanford Middle,School,480 East Meadow Drive,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696416060081,37.42172182,-122.11858146,09/11/2014 12:00:00 AM +0000
POINT (-121.945981725787 37.247346430553),1105,Carlton Elementary,School,2421 Carlton Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697086049316,37.2473415,-121.94596864,09/03/2014 12:00:00 AM +0000
POINT (-121.833262799456 37.381308985113),1306,Millard McCollam Elementary,School,3311 Lucian Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696046254,37.38130403,-121.83324972,10/02/2014 12:00:00 AM +0000
POINT (-121.959476990884 37.377083729457),848,Granada Islamic Elementary School,School,3003 Scott Boulevard,Santa Clara,95054,School Website/NCES,752014PRIVATE,37.37707879,-121.95946389,07/10/2009 12:00:00 AM +0000
POINT (-121.886379607645 37.303641360607),1224,Hammer Montessori at Galarza Elementary,School,1610 Bird Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048565,37.30363642,-121.88636653,09/15/2014 12:00:00 AM +0000
POINT (-121.979494629108 37.296706528993),149,Hathway Park,Park,,,,ESRI,1452010POS,37.29670159,-121.97948153,09/14/2011 12:00:00 AM +0000
POINT (-121.924538121024 37.272689993586),1186,Fammatre Elementary,School,2800 New Jersey Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046445,37.27268506,-121.92452504,09/11/2014 12:00:00 AM +0000
POINT (-122.047969238721 37.374121618408),980,Sunnyvale Christian School,School,445 South Mary Avenue,Sunnyvale,94086,School Website/NCES,2162014PRIVATE,37.37411668,-122.04795613,03/14/2014 12:00:00 AM +0000
POINT (-122.087361034535 37.385052680898),952,St Joseph Elementary School,School,1120 Miramonte Avenue,Mountain View,94040,School Website/NCES,1882014PRIVATE,37.38504775,-122.08734791,03/13/2014 12:00:00 AM +0000
POINT (-121.859832567713 37.258077836135),335,Ohlone-chynoweth Station,VTA Light Rail Station,Ohlone-chynoweth Station  At  Station,,,VTA,000047,37.2580729,-121.8598195,01/15/2012 12:00:00 AM +0000
POINT (-121.875260813441 37.26824653043),272,Thousand Oaks Park,Park,,,,ESRI,2682010POS,37.26824159,-121.87524774,09/14/2011 12:00:00 AM +0000
POINT (-122.015723534975 37.266968134339),554,Saratoga Community Ctr,Community Center,19655 Allendale Ave,Saratoga,,ISD-GIS -  Compiled data from the internet,22012C,37.2669632,-122.01571044,08/09/2012 12:00:00 AM +0000
POINT (-121.923392174355 37.31421398865),598,San Jose Fire Station 4,FireStation,710  LEIGH AV,San Jose,,County Comm,42012FIRE,37.31420905,-121.92337909,08/09/2012 12:00:00 AM +0000
POINT (-121.759421625256 37.280117706341),1428,Silver Oak Elementary,School,5000 Farnsworth Drive,San Jose,95138,School Website 2014/CA_DEPT_EDU,43694356111942,37.28011276,-121.75940857,10/08/2014 12:00:00 AM +0000
POINT (-121.926336281876 37.324166321564),1290,Luther Burbank Elementary,School,4 Wabash Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43695426047575,37.32416138,-121.92632319,09/30/2014 12:00:00 AM +0000
POINT (-121.775104453703 37.316365204567),625,San Jose Fire Station 31,FireStation,3100  RUBY AV,San Jose,,County Comm,312012FIRE,37.31636025,-121.77509139,08/09/2012 12:00:00 AM +0000
POINT (-121.816115482416 37.358655557098),1493,National Hispanic University,College and University,14271 Story Road,San Jose,95127,Web Site,92012CU,37.3586506,-121.81610241,07/10/2009 12:00:00 AM +0000
POINT (-121.858654411248 37.365042160409),1020,Adult Education Program,School,625 Educational Park Drive,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694274336418,37.36503721,-121.85864133,08/18/2014 12:00:00 AM +0000
POINT (-122.080524785417 37.368562315235),520,El Camino Hospital - Mountain View,Hospital,2500 Grant Road,Mountain View,94040,"ESRI [2008 & 2010] Map and Data, BIZ JRNL 2007",52012H,37.36855738,-122.08051167,08/01/2011 12:00:00 AM +0000
POINT (-121.82568652272 37.360254110774),1292,Lyndale Elementary,School,13901 Nordyke Drive,SAN JOSE,95127,School Website 2014/CA_DEPT_EDU,43693696046221,37.36024916,-121.82567344,09/30/2014 12:00:00 AM +0000
POINT (-121.883658602127 37.269350573148),1223,Hacienda Science/Environmental Magnet,School,1290 Kimberly Drive,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666048722,37.26934563,-121.88364553,09/15/2014 12:00:00 AM +0000
